customer_id,benefit_id,label,propensity,breadth_excl_target
C00005,L1.5,1,0.40493254498160564,4.0
C00005,L1.6,0,0.2544484882031522,5.0
C00005,L1.8,1,0.9454817995413825,4.0
C00005,L1.10,1,0.30430997241259133,4.0
C00005,L1.11,0,0.14383760167090295,5.0
C00006,L1.1,1,0.9683676979769494,4.0
C00006,L1.2,1,0.7471725753447549,4.0
C00006,L1.3,1,0.7471725753447549,4.0
C00006,L1.4,0,0.08189706821557648,5.0
C00006,L1.5,1,0.5239309014921533,4.0
C00006,L1.6,0,0.219804683665954,5.0
C00006,L1.8,1,0.9549300096018928,4.0
C00006,L1.10,0,0.657964924257014,5.0
C00006,L1.11,0,0.20270389557478655,5.0
C00007,L1.1,0,0.36291734780721724,0.0
C00007,L1.2,0,0.23510907265907724,0.0
C00007,L1.3,0,0.23510907265907724,0.0
C00007,L1.4,0,0.03419663827612374,0.0
C00007,L1.5,0,0.19135270408059254,0.0
C00007,L1.6,0,0.03921056335438241,0.0
C00007,L1.8,0,0.03991764595521675,0.0
C00007,L1.10,0,0.21520142417788657,0.0
C00007,L1.11,0,0.170561255987373,0.0
C00008,L1.1,1,0.9659274902325812,3.0
C00008,L1.2,1,0.7495440371646928,3.0
C00008,L1.3,1,0.7495440371646928,3.0
C00008,L1.4,0,0.09098574522034424,4.0
C00008,L1.5,0,0.596138052072008,4.0
C00008,L1.6,0,0.2772271191382684,4.0
C00008,L1.8,1,0.9556753473729435,3.0
C00008,L1.10,0,0.6048611502191007,4.0
C00008,L1.11,0,0.2146604995554045,4.0
C00009,L1.1,1,0.9038972790425266,2.0
C00009,L1.2,0,0.3242915658309085,3.0
C00009,L1.3,0,0.3242915658309085,3.0
C00009,L1.4,0,0.04238984723844718,3.0
C00009,L1.5,1,0.2823611703423043,2.0
C00009,L1.6,0,0.1915031963313239,3.0
C00009,L1.8,0,0.0681920814278008,3.0
C00009,L1.10,1,0.30611593960827943,2.0
C00009,L1.11,0,0.13372667536286006,3.0
C00010,L1.1,1,0.9628592853889579,3.0
C00010,L1.2,0,0.47911553289774034,4.0
C00010,L1.3,1,0.46906993867922736,3.0
C00010,L1.4,0,0.07456954255963155,4.0
C00010,L1.5,1,0.41290598027861536,3.0
C00010,L1.6,0,0.27295594997450096,4.0
C00010,L1.8,1,0.07668445279080609,3.0
C00010,L1.10,0,0.4226989268923473,4.0
C00010,L1.11,0,0.22102984060278671,4.0
C00011,L1.1,0,0.2677042760275525,1.0
C00011,L1.2,0,0.10753357787766028,1.0
C00011,L1.3,1,0.10753357787766028,0.0
C00011,L1.4,0,0.02291509266115889,1.0
C00011,L1.5,0,0.08310445686734133,1.0
C00011,L1.6,0,0.031348466286761995,1.0
C00011,L1.8,0,0.032332494007611984,1.0
C00011,L1.10,0,0.11687252530642464,1.0
C00011,L1.11,0,0.091782080148219,1.0
C00012,L1.1,0,0.23040191420194278,2.0
C00012,L1.2,1,0.10462157160301339,1.0
C00012,L1.3,0,0.10485013182881833,2.0
C00012,L1.4,0,0.01830122258990347,2.0
C00012,L1.5,0,0.07235815682402859,2.0
C00012,L1.6,0,0.027044002242460657,2.0
C00012,L1.8,0,0.029047405127384296,2.0
C00012,L1.10,1,0.11978412098107724,1.0
C00012,L1.11,0,0.08008322829319045,2.0
C00013,L1.1,1,0.7807705265493202,3.0
C00013,L1.2,0,0.34514909888190215,4.0
C00013,L1.3,0,0.34514909888190215,4.0
C00013,L1.4,0,0.03021050987000548,4.0
C00013,L1.5,1,0.25850043408922757,3.0
C00013,L1.6,0,0.14397362239514613,4.0
C00013,L1.8,0,0.07674062711910683,4.0
C00013,L1.10,1,0.3983215311160797,3.0
C00013,L1.11,1,0.22018562034757921,3.0
C00014,L1.1,1,0.9659967089418627,4.0
C00014,L1.2,1,0.7405084714342317,4.0
C00014,L1.3,1,0.7405084714342317,4.0
C00014,L1.4,0,0.05805379062227668,5.0
C00014,L1.5,0,0.5100764614237389,5.0
C00014,L1.6,1,0.2044492114553559,4.0
C00014,L1.8,0,0.07696951470835349,5.0
C00014,L1.10,0,0.5285374001029014,5.0
C00014,L1.11,1,0.16645685856926198,4.0
C00015,L1.1,1,0.9349487040775415,2.0
C00015,L1.2,0,0.2940598169620141,3.0
C00015,L1.3,0,0.29638868685766473,3.0
C00015,L1.4,0,0.03303371488543789,3.0
C00015,L1.5,0,0.2255766226558497,3.0
C00015,L1.6,0,0.1676800059209462,3.0
C00015,L1.8,1,0.8475139921596343,2.0
C00015,L1.10,1,0.5220265226992932,2.0
C00015,L1.11,0,0.15760187789187796,3.0
C00016,L1.1,1,0.9666509221367899,4.0
C00016,L1.2,0,0.7077486402774668,5.0
C00016,L1.3,1,0.7149225430726568,4.0
C00016,L1.4,0,0.07654735673923993,5.0
C00016,L1.5,0,0.5111307566151351,5.0
C00016,L1.6,0,0.21709941304305141,5.0
C00016,L1.8,1,0.95705228021888,4.0
C00016,L1.10,1,0.7300635061933531,4.0
C00016,L1.11,1,0.17668333200560918,4.0
C00017,L1.1,1,0.9538042355708939,2.0
C00017,L1.2,1,0.41813181350012896,2.0
C00017,L1.3,0,0.4243735916373038,3.0
C00017,L1.4,0,0.06690198378894875,3.0
C00017,L1.5,1,0.34967714450173526,2.0
C00017,L1.6,0,0.2602637232671125,3.0
C00017,L1.8,0,0.06963452278040434,3.0
C00017,L1.10,0,0.27189121856092324,3.0
C00017,L1.11,0,0.12936320615677893,3.0
C00018,L1.1,1,0.9537179063019698,3.0
C00018,L1.2,0,0.44709803461124786,4.0
C00018,L1.3,1,0.4529402014162538,3.0
C00018,L1.4,0,0.08221670905744373,4.0
C00018,L1.5,0,0.34050226376087694,4.0
C00018,L1.6,0,0.29224340533023985,4.0
C00018,L1.8,1,0.9461483657418459,3.0
C00018,L1.10,1,0.3140514153859828,3.0
C00018,L1.11,0,0.2415748639033463,4.0
C00019,L1.1,1,0.9632171799353411,1.0
C00019,L1.2,0,0.5451538525407706,2.0
C00019,L1.3,0,0.5467003326382092,2.0
C00019,L1.4,1,0.07716723834806181,1.0
C00019,L1.5,0,0.39065849470210423,2.0
C00019,L1.6,0,0.27043199690269953,2.0
C00019,L1.8,0,0.06897668743556896,2.0
C00019,L1.10,0,0.3995576590733743,2.0
C00019,L1.11,0,0.1767610292897973,2.0
C00020,L1.1,1,0.955317330978592,5.0
C00020,L1.2,1,0.4912051165080924,5.0
C00020,L1.3,1,0.4936946285980451,5.0
C00020,L1.4,0,0.0658313736524482,6.0
C00020,L1.5,1,0.35883144594083977,5.0
C00020,L1.6,0,0.25503823591008706,6.0
C00020,L1.8,1,0.9430209713598972,5.0
C00020,L1.10,1,0.5768772454611178,5.0
C00020,L1.11,0,0.23716624424904403,6.0
C00021,L1.1,1,0.8155379859040848,1.0
C00021,L1.2,0,0.30361155601503514,2.0
C00021,L1.3,1,0.3254054560864378,1.0
C00021,L1.4,0,0.04810890876744409,2.0
C00021,L1.5,0,0.25596617275653555,2.0
C00021,L1.6,0,0.14801869366543402,2.0
C00021,L1.8,0,0.07213495575423945,2.0
C00021,L1.10,0,0.34110953806483046,2.0
C00021,L1.11,0,0.16605436703629067,2.0
C00022,L1.1,1,0.9561351813105212,2.0
C00022,L1.2,0,0.4117592659131749,3.0
C00022,L1.3,0,0.4117592659131749,3.0
C00022,L1.4,0,0.056414177633038805,3.0
C00022,L1.5,1,0.3784198293099017,2.0
C00022,L1.6,1,0.2957497467361824,2.0
C00022,L1.8,0,0.07366576800975355,3.0
C00022,L1.10,0,0.40410895250082446,3.0
C00022,L1.11,0,0.2238930545908817,3.0
C00023,L1.1,1,0.6149765204470243,1.0
C00023,L1.2,0,0.295201488806904,2.0
C00023,L1.3,0,0.295201488806904,2.0
C00023,L1.4,0,0.026879315706315573,2.0
C00023,L1.5,1,0.2055890802042568,1.0
C00023,L1.6,0,0.11706461597706536,2.0
C00023,L1.8,0,0.06860042004038928,2.0
C00023,L1.10,0,0.40084922924700456,2.0
C00023,L1.11,0,0.20140439549572028,2.0
C00024,L1.1,1,0.9681107750842501,3.0
C00024,L1.2,1,0.8884883715845091,3.0
C00024,L1.3,1,0.8884883715845091,3.0
C00024,L1.4,0,0.07866882324557621,4.0
C00024,L1.5,0,0.6276784570801606,4.0
C00024,L1.6,0,0.3029978586649226,4.0
C00024,L1.8,1,0.9651923892490858,3.0
C00024,L1.10,0,0.564257126054436,4.0
C00024,L1.11,0,0.28186736966348086,4.0
C00025,L1.1,1,0.9505374264351936,4.0
C00025,L1.2,1,0.5158763885964431,4.0
C00025,L1.3,1,0.5158763885964431,4.0
C00025,L1.4,0,0.07160040358168078,5.0
C00025,L1.5,0,0.42420629963406614,5.0
C00025,L1.6,1,0.26258681759136204,4.0
C00025,L1.8,1,0.9506704048350989,4.0
C00025,L1.10,0,0.28891053917345827,5.0
C00025,L1.11,0,0.23594918748363086,5.0
C00026,L1.1,1,0.9580217334645293,3.0
C00026,L1.2,1,0.39046141396770273,3.0
C00026,L1.3,0,0.39094516586917105,4.0
C00026,L1.4,0,0.06466736895263137,4.0
C00026,L1.5,0,0.3940913269170614,4.0
C00026,L1.6,1,0.24188653014044884,3.0
C00026,L1.8,0,0.07141275856033602,4.0
C00026,L1.10,1,0.44209073260402226,3.0
C00026,L1.11,0,0.23982530045153103,4.0
C00027,L1.1,1,0.9700318092190686,4.0
C00027,L1.2,1,0.809480992866077,4.0
C00027,L1.3,1,0.809480992866077,4.0
C00027,L1.4,0,0.07507199469673792,5.0
C00027,L1.5,1,0.6189887213213616,4.0
C00027,L1.6,0,0.2972711911382783,5.0
C00027,L1.8,1,0.9641595793505601,4.0
C00027,L1.10,0,0.4212583789942043,5.0
C00027,L1.11,0,0.2344407301603789,5.0
C00028,L1.1,1,0.824749446733851,1.0
C00028,L1.2,0,0.3124984504756673,2.0
C00028,L1.3,0,0.3124984504756673,2.0
C00028,L1.4,0,0.03967675653702942,2.0
C00028,L1.5,0,0.23768898634022842,2.0
C00028,L1.6,0,0.1635183075084679,2.0
C00028,L1.8,0,0.07232530082453154,2.0
C00028,L1.10,1,0.4114740710373326,1.0
C00028,L1.11,0,0.19118981939945504,2.0
C00029,L1.1,1,0.9647902821469606,5.0
C00029,L1.2,1,0.5963816036526849,5.0
C00029,L1.3,0,0.6005433144482115,6.0
C00029,L1.4,0,0.07949341644460096,6.0
C00029,L1.5,1,0.41471155751298,5.0
C00029,L1.6,0,0.2725811006594597,6.0
C00029,L1.8,1,0.9550642726051495,5.0
C00029,L1.10,1,0.29533753117233896,5.0
C00029,L1.11,1,0.18162103370317362,5.0
C00030,L1.1,1,0.9536355580509072,2.0
C00030,L1.2,0,0.44659701389922635,3.0
C00030,L1.3,1,0.4292537657393327,2.0
C00030,L1.4,1,0.06464250666668714,2.0
C00030,L1.5,0,0.3057287505173288,3.0
C00030,L1.6,0,0.23055745865658714,3.0
C00030,L1.8,0,0.07540245022617623,3.0
C00030,L1.10,0,0.3899966678752187,3.0
C00030,L1.11,0,0.20233068535488552,3.0
C00031,L1.1,1,0.9588515238804687,3.0
C00031,L1.2,0,0.4553550902060915,4.0
C00031,L1.3,1,0.4563516872986253,3.0
C00031,L1.4,0,0.06844139200923441,4.0
C00031,L1.5,0,0.3808106520642287,4.0
C00031,L1.6,1,0.2355332889340977,3.0
C00031,L1.8,0,0.07650516235324441,4.0
C00031,L1.10,0,0.46219492275614726,4.0
C00031,L1.11,1,0.25255446495671724,3.0
C00032,L1.1,1,0.9648241676646456,4.0
C00032,L1.2,1,0.786774522540943,4.0
C00032,L1.3,1,0.786774522540943,4.0
C00032,L1.4,0,0.06603517500348252,5.0
C00032,L1.5,0,0.5597494576131079,5.0
C00032,L1.6,0,0.23418530959519865,5.0
C00032,L1.8,1,0.9491582508794882,4.0
C00032,L1.10,1,0.6092920141970857,4.0
C00032,L1.11,0,0.19873050176663581,5.0
C00033,L1.1,1,0.9625157004486553,3.0
C00033,L1.2,1,0.7648264754262285,3.0
C00033,L1.3,1,0.7648264754262285,3.0
C00033,L1.4,0,0.0872100084932832,4.0
C00033,L1.5,0,0.5649669202221747,4.0
C00033,L1.6,0,0.22820625807958045,4.0
C00033,L1.8,0,0.08542350727458378,4.0
C00033,L1.10,0,0.6241678581292787,4.0
C00033,L1.11,1,0.26470269599845486,3.0
C00034,L1.1,1,0.7974149974273259,4.0
C00034,L1.2,1,0.331888443492762,4.0
C00034,L1.3,0,0.32757017351156226,5.0
C00034,L1.4,0,0.056264962083078116,5.0
C00034,L1.5,1,0.2587863229691296,4.0
C00034,L1.6,0,0.19138150086364483,5.0
C00034,L1.8,1,0.874856867342847,4.0
C00034,L1.10,1,0.35106465004762627,4.0
C00034,L1.11,0,0.2325088262181638,5.0
C00035,L1.1,1,0.953806576724265,4.0
C00035,L1.2,0,0.40848594529685395,5.0
C00035,L1.3,1,0.4087121410817655,4.0
C00035,L1.4,0,0.07802260125965058,5.0
C00035,L1.5,0,0.3104564110826264,5.0
C00035,L1.6,1,0.24769087722617678,4.0
C00035,L1.8,1,0.9279861215889431,4.0
C00035,L1.10,1,0.3742242603584021,4.0
C00035,L1.11,0,0.1584415011906312,5.0
C00036,L1.1,1,0.29494320819809566,1.0
C00036,L1.2,1,0.10067185165023604,1.0
C00036,L1.3,0,0.10067185165023604,2.0
C00036,L1.4,0,0.021992566637142195,2.0
C00036,L1.5,0,0.07882824063862028,2.0
C00036,L1.6,0,0.026775600169120305,2.0
C00036,L1.8,0,0.029268699322244667,2.0
C00036,L1.10,0,0.11607328647917917,2.0
C00036,L1.11,0,0.08498753840324662,2.0
C00037,L1.1,1,0.6971469307483922,1.0
C00037,L1.2,0,0.33308308537028236,2.0
C00037,L1.3,0,0.33529932909552396,2.0
C00037,L1.4,0,0.03075618073032476,2.0
C00037,L1.5,0,0.25393028205432855,2.0
C00037,L1.6,0,0.12461372269910055,2.0
C00037,L1.8,0,0.0633386063967982,2.0
C00037,L1.10,0,0.4160852167305861,2.0
C00037,L1.11,1,0.21271841148616577,1.0
C00038,L1.1,1,0.9357382775494324,2.0
C00038,L1.2,1,0.4598391237061741,2.0
C00038,L1.3,1,0.4598391237061741,2.0
C00038,L1.4,0,0.0652473918746829,3.0
C00038,L1.5,0,0.3767465107121812,3.0
C00038,L1.6,0,0.2862519641497978,3.0
C00038,L1.8,0,0.07071412824436012,3.0
C00038,L1.10,0,0.2661978935776551,3.0
C00038,L1.11,0,0.12131189890912068,3.0
C00039,L1.1,0,0.22740406339184255,0.0
C00039,L1.2,0,0.10097514258906926,0.0
C00039,L1.3,0,0.10097514258906926,0.0
C00039,L1.4,0,0.022561496415196256,0.0
C00039,L1.5,0,0.07495314416160587,0.0
C00039,L1.6,0,0.028758218694009456,0.0
C00039,L1.8,0,0.029867019005504123,0.0
C00039,L1.10,0,0.122465836024583,0.0
C00039,L1.11,0,0.07970020737586947,0.0
C00040,L1.1,1,0.9672130939252126,2.0
C00040,L1.2,0,0.5580486882089133,3.0
C00040,L1.3,1,0.5613643407448976,2.0
C00040,L1.4,0,0.08639118905412657,3.0
C00040,L1.5,0,0.4554012612233577,3.0
C00040,L1.6,0,0.287006356530137,3.0
C00040,L1.8,1,0.9533012149105204,2.0
C00040,L1.10,0,0.5106621342370686,3.0
C00040,L1.11,0,0.19405509504197344,3.0
C00041,L1.1,1,0.8123148881008806,1.0
C00041,L1.2,0,0.3064120113315009,2.0
C00041,L1.3,0,0.3064120113315009,2.0
C00041,L1.4,0,0.032237908675614116,2.0
C00041,L1.5,1,0.23853972385723277,1.0
C00041,L1.6,0,0.16219142308990867,2.0
C00041,L1.8,0,0.07067842313239803,2.0
C00041,L1.10,0,0.29783054200276055,2.0
C00041,L1.11,0,0.13047438861267152,2.0
C00042,L1.1,1,0.9568256592701391,5.0
C00042,L1.2,1,0.4600570947395574,5.0
C00042,L1.3,1,0.4606626529430249,5.0
C00042,L1.4,0,0.07123110973131333,6.0
C00042,L1.5,1,0.3387869307952372,5.0
C00042,L1.6,1,0.26808186851453136,5.0
C00042,L1.8,1,0.9329780749872646,5.0
C00042,L1.10,0,0.2541203594617832,6.0
C00042,L1.11,0,0.15740581195663678,6.0
C00043,L1.1,1,0.9521244756990692,3.0
C00043,L1.2,1,0.5922675662514085,3.0
C00043,L1.3,1,0.5922675662514085,3.0
C00043,L1.4,0,0.0805677158067055,4.0
C00043,L1.5,0,0.4612250090438565,4.0
C00043,L1.6,0,0.24049949736576526,4.0
C00043,L1.8,1,0.9574576232440393,3.0
C00043,L1.10,0,0.3325461004048751,4.0
C00043,L1.11,0,0.25755418083870524,4.0
C00044,L1.1,1,0.8099096032554218,2.0
C00044,L1.2,0,0.27043100402875525,3.0
C00044,L1.3,0,0.27043100402875525,3.0
C00044,L1.4,0,0.03456054821065248,3.0
C00044,L1.5,0,0.23348092034939352,3.0
C00044,L1.6,0,0.13938987094648578,3.0
C00044,L1.8,1,0.8189039445247952,2.0
C00044,L1.10,0,0.3272393957011423,3.0
C00044,L1.11,1,0.16042778962235135,2.0
C00045,L1.1,1,0.9547117581720422,1.0
C00045,L1.2,0,0.559461208759193,2.0
C00045,L1.3,0,0.559461208759193,2.0
C00045,L1.4,0,0.08331584579172416,2.0
C00045,L1.5,0,0.42076731836777753,2.0
C00045,L1.6,0,0.2723606083713883,2.0
C00045,L1.8,0,0.08463692238370102,2.0
C00045,L1.10,0,0.5016046277143114,2.0
C00045,L1.11,1,0.19647168929510306,1.0
C00046,L1.1,1,0.9551041186732983,3.0
C00046,L1.2,1,0.5573050691050085,3.0
C00046,L1.3,1,0.5573050691050085,3.0
C00046,L1.4,0,0.08640921988740093,4.0
C00046,L1.5,1,0.39135453618049687,3.0
C00046,L1.6,0,0.2956328349097613,4.0
C00046,L1.8,0,0.07223289687644695,4.0
C00046,L1.10,0,0.30858132482732537,4.0
C00046,L1.11,0,0.24334520051292122,4.0
C00047,L1.1,1,0.7295660810662112,3.0
C00047,L1.2,0,0.2586389593184878,4.0
C00047,L1.3,0,0.2605533897517048,4.0
C00047,L1.4,0,0.025550892856580337,4.0
C00047,L1.5,0,0.20006036729807966,4.0
C00047,L1.6,1,0.11832905533393137,3.0
C00047,L1.8,1,0.08380339033865762,3.0
C00047,L1.10,1,0.3600887950709836,3.0
C00047,L1.11,0,0.14874200032910675,4.0
C00048,L1.1,0,0.9716761660347198,4.0
C00048,L1.2,1,0.8842840423810246,3.0
C00048,L1.3,1,0.8842840423810246,3.0
C00048,L1.4,0,0.07877359285986694,4.0
C00048,L1.5,1,0.6743520056935516,3.0
C00048,L1.6,0,0.3035366407968865,4.0
C00048,L1.8,1,0.9650021769609031,3.0
C00048,L1.10,0,0.5727960822683354,4.0
C00048,L1.11,0,0.21922146888501107,4.0
C00049,L1.1,1,0.924236256473283,0.0
C00049,L1.2,0,0.3174635654515224,1.0
C00049,L1.3,0,0.3174635654515224,1.0
C00049,L1.4,0,0.031050070855152892,1.0
C00049,L1.5,0,0.1994105776603871,1.0
C00049,L1.6,0,0.10510484535170028,1.0
C00049,L1.8,0,0.06909401523994538,1.0
C00049,L1.10,0,0.4557835244226661,1.0
C00049,L1.11,0,0.18602099320300106,1.0
C00050,L1.1,1,0.9457114018106224,3.0
C00050,L1.2,0,0.34217381730845875,4.0
C00050,L1.3,0,0.34143544409368964,4.0
C00050,L1.4,0,0.038289690240813676,4.0
C00050,L1.5,0,0.293026431151512,4.0
C00050,L1.6,0,0.1813468552377479,4.0
C00050,L1.8,1,0.8877665994371803,3.0
C00050,L1.10,1,0.5294991645103607,3.0
C00050,L1.11,1,0.17794518068385065,3.0
C00051,L1.1,0,0.7572611417938864,3.0
C00051,L1.2,0,0.32111578476278346,3.0
C00051,L1.3,1,0.3236059258417794,2.0
C00051,L1.4,0,0.033904618167125256,3.0
C00051,L1.5,0,0.21630025388520172,3.0
C00051,L1.6,0,0.13148502728652509,3.0
C00051,L1.8,1,0.7723610186119547,2.0
C00051,L1.10,1,0.32524037377370907,2.0
C00051,L1.11,0,0.17434586746653538,3.0
C00052,L1.1,1,0.95127268926297,3.0
C00052,L1.2,1,0.5929343052166816,3.0
C00052,L1.3,0,0.587823870311229,4.0
C00052,L1.4,0,0.058939746495692336,4.0
C00052,L1.5,0,0.4762124860861309,4.0
C00052,L1.6,0,0.25682200835472696,4.0
C00052,L1.8,1,0.9284608670482893,3.0
C00052,L1.10,1,0.30050862642459936,3.0
C00052,L1.11,0,0.19958391908055037,4.0
C00053,L1.1,1,0.957089229114476,2.0
C00053,L1.2,0,0.5829066565653839,3.0
C00053,L1.3,0,0.5829066565653839,3.0
C00053,L1.4,0,0.07429285230317721,3.0
C00053,L1.5,1,0.4779542777991358,2.0
C00053,L1.6,0,0.2629129407753152,3.0
C00053,L1.8,0,0.07067550458870081,3.0
C00053,L1.10,0,0.2832019731730252,3.0
C00053,L1.11,1,0.19779384020964336,2.0
C00054,L1.1,1,0.966986567408142,3.0
C00054,L1.2,0,0.5225945907138491,4.0
C00054,L1.3,0,0.5193452290922684,4.0
C00054,L1.4,0,0.09002176862286175,4.0
C00054,L1.5,1,0.4313789269291763,3.0
C00054,L1.6,0,0.2771009815450373,4.0
C00054,L1.8,1,0.955839389959908,3.0
C00054,L1.10,0,0.5390156785135272,4.0
C00054,L1.11,1,0.1683960673124192,3.0
C00055,L1.1,1,0.9467781864848344,1.0
C00055,L1.2,0,0.4412125209747279,2.0
C00055,L1.3,0,0.43986596290596297,2.0
C00055,L1.4,0,0.08462162956356256,2.0
C00055,L1.5,0,0.3440927619397626,2.0
C00055,L1.6,0,0.2589178289600961,2.0
C00055,L1.8,0,0.9292720743870856,2.0
C00055,L1.10,1,0.32079125100899286,1.0
C00055,L1.11,0,0.194927921377117,2.0
C00056,L1.1,1,0.6225244060960342,1.0
C00056,L1.2,0,0.29891393033084485,2.0
C00056,L1.3,1,0.305755209452365,1.0
C00056,L1.4,0,0.024243431161096993,2.0
C00056,L1.5,0,0.21659724670073102,2.0
C00056,L1.6,0,0.12741135856761376,2.0
C00056,L1.8,0,0.06467473467743463,2.0
C00056,L1.10,0,0.3370912062099015,2.0
C00056,L1.11,0,0.13270398037355705,2.0
C00057,L1.1,1,0.7961368279499053,4.0
C00057,L1.2,1,0.29143559189010165,4.0
C00057,L1.3,1,0.2876881822986299,4.0
C00057,L1.4,0,0.029593897744763113,5.0
C00057,L1.5,0,0.23568323271670236,5.0
C00057,L1.6,1,0.12345520509775842,4.0
C00057,L1.8,0,0.06552286764731435,5.0
C00057,L1.10,1,0.401345484388616,4.0
C00057,L1.11,0,0.21163298638465106,5.0
C00058,L1.1,1,0.9597515698981351,3.0
C00058,L1.2,0,0.6304792723755803,4.0
C00058,L1.3,0,0.6304792723755803,4.0
C00058,L1.4,0,0.0692432138275786,4.0
C00058,L1.5,1,0.4519081503253346,3.0
C00058,L1.6,1,0.2957522011827448,3.0
C00058,L1.8,0,0.08921576018000366,4.0
C00058,L1.10,0,0.5042121061912178,4.0
C00058,L1.11,1,0.255368337737153,3.0
C00059,L1.1,1,0.96969126541785,5.0
C00059,L1.2,1,0.9386806990073908,5.0
C00059,L1.3,1,0.9386806990073908,5.0
C00059,L1.4,0,0.0584757815218283,6.0
C00059,L1.5,1,0.7434764992986813,5.0
C00059,L1.6,0,0.2546968998136743,6.0
C00059,L1.8,1,0.9680165398994689,5.0
C00059,L1.10,1,0.5923024567955726,5.0
C00059,L1.11,0,0.2642543912168282,6.0
C00060,L1.1,1,0.9645976929259243,4.0
C00060,L1.2,1,0.7195336901075882,4.0
C00060,L1.3,1,0.7207909367780098,4.0
C00060,L1.4,0,0.0668936834166472,5.0
C00060,L1.5,0,0.5154006484264999,5.0
C00060,L1.6,0,0.25226371262037417,5.0
C00060,L1.8,0,0.08528470136376558,5.0
C00060,L1.10,1,0.6359103523078614,4.0
C00060,L1.11,1,0.16254635877894286,4.0
C00061,L1.1,0,0.9393634970522627,3.0
C00061,L1.2,0,0.31513408847178465,3.0
C00061,L1.3,0,0.31605006343394076,3.0
C00061,L1.4,0,0.03151150789816371,3.0
C00061,L1.5,1,0.21212429974330263,2.0
C00061,L1.6,0,0.13628186820962962,3.0
C00061,L1.8,1,0.8163304872748531,2.0
C00061,L1.10,1,0.47228615085641373,2.0
C00061,L1.11,0,0.19351523871011642,3.0
C00062,L1.1,1,0.9510190900424131,5.0
C00062,L1.2,1,0.5067569424442265,5.0
C00062,L1.3,1,0.5067569424442265,5.0
C00062,L1.4,0,0.09388738396547383,6.0
C00062,L1.5,1,0.42916321518277434,5.0
C00062,L1.6,0,0.28385078631690747,6.0
C00062,L1.8,1,0.9377631988091933,5.0
C00062,L1.10,0,0.3054742959225964,6.0
C00062,L1.11,1,0.23153646985513127,5.0
C00063,L1.1,1,0.9593223161256041,2.0
C00063,L1.2,1,0.4168285078618916,2.0
C00063,L1.3,0,0.4192884945409431,3.0
C00063,L1.4,0,0.07149538558691493,3.0
C00063,L1.5,0,0.34594818245420794,3.0
C00063,L1.6,0,0.2681632489131554,3.0
C00063,L1.8,0,0.07383650590463468,3.0
C00063,L1.10,1,0.3580187268379028,2.0
C00063,L1.11,0,0.14471972341479378,3.0
C00064,L1.1,1,0.9703721293925909,4.0
C00064,L1.2,1,0.8951597465038719,4.0
C00064,L1.3,1,0.8951597465038719,4.0
C00064,L1.4,0,0.08004976791846578,5.0
C00064,L1.5,0,0.6863198937792335,5.0
C00064,L1.6,1,0.3039480053327282,4.0
C00064,L1.8,1,0.967492704657588,4.0
C00064,L1.10,0,0.5741856549143428,5.0
C00064,L1.11,0,0.221118558333002,5.0
C00065,L1.1,0,0.27172685632101934,0.0
C00065,L1.2,0,0.13311044945940032,0.0
C00065,L1.3,0,0.13311044945940032,0.0
C00065,L1.4,0,0.02960164901283553,0.0
C00065,L1.5,0,0.12491788584836536,0.0
C00065,L1.6,0,0.032978270994776245,0.0
